"","V1"
"10934",6535
"10935",7953
"10936",4093
"10937",6599
"10938",2436
"10939",6927
"10940",2503
"10941",2503
"10942",2169
"10943",1208
"10944",3072
"10945",4316
"10946",680
"10947",6665
"10948",6277
"10949",2927
"10950",4564
"10951",2330
"10952",402
"10953",7671
"10954",2135
"10955",1389
"10956",5522
"10957",8936
"10958",5379
"10959",5750
"10960",9540
"10961",1316
"10962",1807
"10963",7867
"10964",7631
"10965",2558
"10966",2109
"10967",5145
"10968",2289
"10969",7044
"10970",1802
"10971",11576
"10972",3789
"10973",2212
"10974",5389
"10975",8376
"10976",3153
"10977",9143
"10978",3637
"10979",1057
"10980",3464
"10981",6950
"10982",1625
"10983",5801
"10984",7258
"10985",9198
"10986",3535
"10987",1249
"10988",2073
"10989",3760
"10990",4851
"10991",1562
"10992",7447
"10993",1064
"10994",3323
"10995",1147
"10996",5198
"10997",4651
"10998",374
"10999",6879
"11000",9295
"11001",965
"11002",6623
"11003",3655
"11004",4840
"11005",8350
"11006",1245
"11007",1109
"11008",6167
"11009",8714
"11010",1226
"11011",6827
"11012",968
"11013",5407
"11014",4983
"11015",7064
"11016",12438
"11017",3316
"11018",1081
"11019",8519
"11020",3790
"11021",1791
"11022",5815
"11023",11241
"11024",151
"11025",6182
"11026",11775
"11027",292
"11028",11162
"11029",6900
"11030",2730
"11031",7717
"11032",4636
"11033",5514
"11034",15339
"11035",3664
"11036",7845
"11037",4383
"11038",878
"11039",9324
"11040",3126
"11041",10
"11042",7060
"11043",10040
"11044",360
"11045",8856
"11046",9310
"11047",6953
"11048",3204
"11049",3288
"11050",8885
"11051",4536
"11052",12225
"11053",5262
"11054",4156
"11055",3433
"11056",11197
"11057",2572
"11058",7100
"11059",7100
"11060",1310
"11061",7292
"11062",338
"11063",3848
"11064",1218
"11065",3485
"11066",1816
"11067",7514
"11068",10923
"11069",3370
"11070",9025
"11071",3041
"11072",10117
"11073",11414
"11074",8681
"11075",9015
"11076",7868
"11077",3720
"11078",3075
"11079",3412
"11080",6600
"11081",7820
"11082",8668
"11083",4060
"11084",7548
"11085",7036
"11086",8233
"11087",7461
"11088",3835
"11089",5696
"11090",5051
"11091",3994
"11092",5079
"11093",2799
"11094",3499
"11095",404
"11096",9147
"11097",4073
"11098",10449
"11099",10789
"11100",1685
"11101",4841
"11102",14801
"11103",10802
"11104",3284
"11105",5897
"11106",7700
"11107",6170
"11108",5838
"11109",8558
"11110",9428
"11111",1512
"11112",8447
"11113",3456
"11114",4617
"11115",3888
"11116",2481
"11117",4028
"11118",2486
"11119",5113
"11120",7010
"11121",13173
"11122",7869
"11123",5473
"11124",10476
"11125",398
"11126",4844
"11127",6861
"11128",7088
"11129",4817
"11130",941
"11131",10673
"11132",8107
"11133",3857
"11134",13386
"11135",7484
"11136",5531
"11137",5460
"11138",10178
"11139",5441
"11140",6107
"11141",5594
"11142",2262
"11143",4358
"11144",10918
"11145",1408
"11146",12124
"11147",452
"11148",4671
"11149",11830
"11150",1738
"11151",290
"11152",1565
"11153",3343
"11154",9268
"11155",4310
"11156",3623
"11157",308
"11158",3071
"11159",1170
"11160",879
"11161",6004
"11162",9650
"11163",9691
"11164",8873
"11165",9206
"11166",394
"11167",11600
"11168",3574
"11169",7370
"11170",3674
"11171",3680
"11172",8023
"11173",2484
"11174",1404
"11175",3476
"11176",6906
"11177",2613
"11178",2657
"11179",2360
"11180",352
"11181",4307
"11182",522
"11183",4133
"11184",12824
"11185",4116
"11186",4934
"11187",1837
"11188",3311
"11189",6283
"11190",426
"11191",4503
"11192",7119
"11193",9292
"11194",2021
"11195",470
"11196",7703
"11197",9563
"11198",4890
"11199",7131
"11200",1159
"11201",4162
"11202",5089
"11203",3515
"11204",4830
"11205",512
"11206",9097
"11207",7366
"11208",5018
"11209",1451
"11210",7021
"11211",2648
"11212",11479
"11213",2328
"11214",1197
"11215",7299
"11216",3572
"11217",5116
"11218",1410
"11219",5749
"11220",7030
"11221",6231
"11222",4543
"11223",2911
"11224",6280
"11225",8455
"11226",7843
"11227",8759
"11228",6648
"11229",7081
"11230",2700
"11231",22475
"11232",8294
"11233",8920
"11234",3898
"11235",9271
"11236",10926
"11237",2020
"11238",12430
"11239",3195
"11240",9154
"11241",2717
"11242",2717
"11243",2681
"11244",1136
"11245",7429
"11246",7430
"11247",9725
"11248",3326
"11249",4700
"11250",9638
"11251",1800
"11252",2415
"11253",7952
"11254",6568
"11255",1870
"11256",7316
"11257",8632
"11258",4995
"11259",8777
"11260",10228
"11261",10018
"11262",3333
"11263",1102
"11264",6169
"11265",4095
"11266",5300
"11267",2463
"11268",6449
"11269",5078
"11270",6655
"11271",2622
"11272",4938
"11273",4804
"11274",3095
"11275",8735
"11276",3476
"11277",438
"11278",8352
"11279",4620
"11280",2848
"11281",5191
"11282",386
"11283",7260
"11284",5897
"11285",6334
"11286",3584
"11287",1668
"11288",2696
"11289",4020
"11290",751
"11291",8905
"11292",7192
"11293",3932
"11294",3602
"11295",7093
"11296",4880
"11297",7535
"11298",1628
"11299",1763
"11300",972
"11301",2964
"11302",9927
"11303",2485
"11304",2888
"11305",3548
"11306",727
"11307",4399
"11308",3041
"11309",8756
"11310",7973
"11311",4696
"11312",7232
"11313",7489
"11314",7268
"11315",6285
"11316",4055
"11317",9076
"11318",3732
"11319",6492
"11320",3221
"11321",1078
"11322",1257
"11323",34
"11324",7403
"11325",294
"11326",5496
"11327",2657
"11328",13564
"11329",3863
"11330",6422
"11331",1289
"11332",3002
"11333",9543
"11334",2880
"11335",6553
"11336",3533
"11337",5538
"11338",5250
"11339",10658
"11340",2878
"11341",3560
"11342",11166
"11343",1687
"11344",14153
"11345",3130
"11346",5080
"11347",3122
"11348",7560
"11349",7559
"11350",3695
"11351",936
"11352",2604
"11353",7685
"11354",1104
"11355",3242
"11356",3935
"11357",7765
"11358",4711
"11359",6954
"11360",4705
"11361",9194
"11362",9626
"11363",6887
"11364",4967
"11365",7107
"11366",4850
"11367",7111
"11368",2768
"11369",6071
"11370",3209
"11371",1249
"11372",10812
"11373",1721
"11374",4268
"11375",3574
"11376",4111
"11377",3967
"11378",2652
"11379",11149
"11380",5463
"11381",781
"11382",781
"11383",8130
"11384",7146
"11385",246
"11386",4494
"11387",312
"11388",1285
"11389",3076
"11390",4071
"11391",4217
"11392",552
"11393",9903
"11394",12336
"11395",10159
"11396",3738
"11397",5285
"11398",3825
"11399",7459
"11400",7110
"11401",3313
"11402",3348
"11403",7695
"11404",3343
"11405",3743
"11406",8646
"11407",8340
"11408",5563
"11409",1698
"11410",3587
"11411",4658
"11412",6653
"11413",14348
"11414",3338
"11415",11991
"11416",10249
"11417",9924
"11418",4756
"11419",72
"11420",3901
"11421",6958
"11422",6181
"11423",4626
"11424",4597
"11425",11474
"11426",5725
"11427",10420
"11428",9501
"11429",3397
"11430",6785
"11431",2808
"11432",5731
"11433",1012
"11434",3241
"11435",609
"11436",5313
"11437",5354
"11438",194
"11439",7019
"11440",3172
"11441",3364
"11442",12316
"11443",11856
"11444",6304
"11445",3268
"11446",7213
"11447",7514
"11448",406
"11449",6281
"11450",12056
"11451",3527
"11452",4943
"11453",4749
"11454",50
"11455",4633
"11456",10478
"11457",9342
"11458",390
"11459",8606
"11460",693
"11461",9149
"11462",2790
"11463",7858
"11464",1967
"11465",8483
"11466",11728
"11467",3167
"11468",465
"11469",795
"11470",4203
"11471",3266
"11472",11339
"11473",1757
"11474",8250
"11475",6202
"11476",13254
"11477",10202
"11478",5102
"11479",11025
"11480",1680
"11481",5705
"11482",3006
"11483",212
"11484",3417
"11485",3971
"11486",316
"11487",1172
"11488",4162
"11489",7809
"11490",10931
"11491",6178
"11492",6372
"11493",7642
"11494",2837
"11495",7448
"11496",7447
"11497",256
"11498",5948
"11499",9200
"11500",9159
"11501",1992
"11502",6804
"11503",9363
"11504",8163
"11505",12895
"11506",9588
"11507",2701
"11508",7827
"11509",4186
"11510",7940
"11511",5375
"11512",6000
"11513",8748
"11514",4101
"11515",7434
"11516",10647
"11517",7262
"11518",2327
"11519",5355
"11520",4672
"11521",4672
"11522",4447
"11523",6501
"11524",6131
"11525",1464
"11526",5212
"11527",4613
"11528",6649
"11529",5520
"11530",10884
"11531",10579
"11532",7594
"11533",2565
"11534",3503
"11535",5303
"11536",7389
"11537",10389
"11538",1478
"11539",422
"11540",432
"11541",432
"11542",4659
"11543",2718
"11544",388
"11545",3160
"11546",2788
"11547",5406
"11548",9943
"11549",4402
"11550",8068
"11551",2867
"11552",2773
"11553",2045
"11554",9055
"11555",1832
"11556",2099
"11557",2630
"11558",4533
"11559",3575
"11560",3539
"11561",2929
"11562",9079
"11563",6468
"11564",7799
"11565",10369
"11566",2538
"11567",7089
"11568",2558
"11569",8619
"11570",3951
"11571",13071
"11572",3500
"11573",7255
"11574",4064
"11575",2872
"11576",2052
"11577",7544
"11578",9556
"11579",5726
"11580",2242
"11581",3684
"11582",8423
"11583",3910
"11584",540
"11585",10001
"11586",3739
"11587",1375
"11588",5316
"11589",3730
"11590",4315
"11591",10639
"11592",10241
"11593",4056
"11594",7767
"11595",6161
"11596",4957
"11597",3328
"11598",3285
"11599",7239
"11600",3336
"11601",12007
"11602",10828
"11603",1162
"11604",3530
"11605",4274
"11606",3067
"11607",9353
"11608",794
"11609",1567
"11610",7462
"11611",7753
"11612",4932
"11613",7483
"11614",5140
"11615",4463
"11616",153
"11617",4589
"11618",5824
"11619",3347
"11620",7990
"11621",9877
"11622",348
"11623",3328
"11624",1236
"11625",2951
"11626",3447
"11627",1045
"11628",2751
"11629",10838
"11630",5640
"11631",5875
"11632",83
"11633",10590
"11634",877
"11635",4864
"11636",4255
"11637",7616
"11638",8053
"11639",6927
"11640",270
"11641",270
"11642",3341
"11643",9817
"11644",5406
"11645",5833
"11646",2547
"11647",7565
"11648",3938
"11649",514
"11650",4094
"11651",1744
"11652",3018
"11653",5395
"11654",2518
"11655",6247
"11656",7263
"11657",6263
"11658",1490
"11659",1572
"11660",9792
"11661",5278
"11662",7303
"11663",3937
"11664",4930
"11665",130
"11666",6043
"11667",8854
"11668",10823
"11669",2002
"11670",18260
"11671",6262
"11672",2332
"11673",14133
"11674",7908
"11675",2323
"11676",7956
"11677",8721
"11678",8422
"11679",9031
"11680",1151
"11681",3509
"11682",7125
"11683",5886
"11684",3555
"11685",4065
"11686",3948
"11687",2629
"11688",4025
"11689",6240
"11690",3121
"11691",5311
"11692",4647
"11693",4189
"11694",4467
"11695",5026
"11696",2990
"11697",8241
"11698",1191
"11699",10209
"11700",6308
"11701",7274
"11702",218
"11703",218
"11704",12183
"11705",6729
"11706",3708
"11707",3013
"11708",5033
"11709",2958
"11710",7302
"11711",214
"11712",2738
"11713",7171
"11714",834
"11715",5465
"11716",9984
"11717",9925
"11718",5503
"11719",10224
"11720",9469
"11721",3440
"11722",4176
"11723",12973
"11724",3128
"11725",2419
"11726",2861
"11727",4949
"11728",3276
"11729",8260
"11730",1131
"11731",11980
"11732",5081
"11733",6241
"11734",4259
"11735",6224
"11736",3925
"11737",2654
"11738",5042
"11739",1190
"11740",891
"11741",3101
"11742",10081
"11743",11410
"11744",2534
"11745",7512
"11746",5375
"11747",1564
"11748",1826
"11749",216
"11750",312
"11751",6444
"11752",9220
"11753",216
"11754",9884
"11755",6347
"11756",8831
"11757",12311
"11758",5488
"11759",5658
"11760",3099
"11761",2113
"11762",7243
"11763",7325
"11764",11724
"11765",2852
"11766",9172
"11767",7381
"11768",13118
"11769",5756
"11770",3277
"11771",5656
"11772",3012
"11773",1578
"11774",4510
"11775",8906
"11776",1522
"11777",6252
"11778",5288
"11779",5603
"11780",5603
"11781",686
"11782",5842
"11783",396
"11784",5493
"11785",8008
"11786",8347
"11787",827
"11788",1051
"11789",4094
"11790",11736
"11791",7261
"11792",14324
"11793",7474
"11794",2127
"11795",8531
"11796",4884
"11797",7498
"11798",11004
"11799",692
"11800",7911
"11801",1201
"11802",4991
"11803",8112
"11804",11901
"11805",5963
"11806",4855
"11807",3657
"11808",5185
"11809",10652
"11810",8084
"11811",3317
"11812",7730
"11813",8917
"11814",2795
"11815",9231
"11816",402
"11817",7862
"11818",6339
"11819",3785
"11820",7606
"11821",1674
"11822",8013
"11823",6015
"11824",1126
"11825",9956
"11826",8932
"11827",4736
"11828",2725
"11829",5231
"11830",776
"11831",727
"11832",4050
"11833",8162
"11834",3327
"11835",6753
"11836",3759
"11837",8718
"11838",3707
"11839",6724
"11840",9256
"11841",7444
"11842",5489
"11843",7765
"11844",3266
"11845",10194
"11846",921
"11847",3219
"11848",4578
"11849",7370
"11850",7659
"11851",3517
"11852",4074
"11853",1116
"11854",7317
"11855",4530
"11856",7379
"11857",2366
"11858",7915
"11859",9930
"11860",3447
"11861",3998
"11862",2380
"11863",3307
"11864",2753
"11865",11335
"11866",4843
"11867",7337
"11868",2420
"11869",3157
"11870",11117
"11871",4489
"11872",5896
"11873",7018
"11874",9983
"11875",2038
"11876",7204
"11877",6540
"11878",8587
"11879",8565
"11880",4350
"11881",12624
"11882",4780
"11883",4284
"11884",4930
"11885",9706
"11886",853
"11887",6594
"11888",340
"11889",3437
"11890",11920
"11891",2572
"11892",5307
"11893",9794
"11894",482
"11895",4640
"11896",3973
"11897",7995
"11898",3975
"11899",7873
"11900",4280
"11901",5893
"11902",7759
"11903",4183
"11904",4866
"11905",4592
"11906",5780
"11907",7443
"11908",13967
"11909",2827
"11910",1951
"11911",2798
"11912",1630
"11913",8522
"11914",5208
"11915",1968
"11916",262
"11917",3322
"11918",1965
"11919",12618
"11920",8599
"11921",4037
"11922",1646
"11923",4418
"11924",8215
"11925",7375
"11926",615
"11927",1637
"11928",1945
"11929",8316
"11930",11963
"11931",4795
"11932",5549
"11933",4782
"11934",1443
"11935",1202
"11936",2609
"11937",5470
"11938",11585
"11939",3446
"11940",7240
"11941",1958
"11942",2259
"11943",5455
"11944",1297
"11945",3474
"11946",2813
"11947",1991
"11948",4369
"11949",7242
"11950",10983
"11951",9128
"11952",5789
"11953",9053
"11954",12577
"11955",2329
"11956",6210
"11957",7237
"11958",9483
"11959",2782
"11960",6796
"11961",8297
"11962",4777
"11963",7397
"11964",4365
"11965",3632
"11966",6713
"11967",3641
"11968",6462
"11969",6462
"11970",4440
"11971",5089
"11972",1732
"11973",9677
"11974",9270
"11975",6063
"11976",2067
"11977",1294
"11978",6413
"11979",7418
"11980",4407
"11981",8500
"11982",5541
"11983",6157
"11984",8466
"11985",2306
"11986",3501
"11987",12859
"11988",11909
"11989",5584
"11990",5036
"11991",4807
"11992",559
"11993",2926
"11994",5051
"11995",5259
"11996",7422
"11997",7451
"11998",6144
"11999",7430
"12000",7307
"12001",3924
"12002",2443
"12003",10985
"12004",3291
"12005",7603
"12006",3493
"12007",1494
"12008",10355
"12009",108
"12010",10475
"12011",1411
"12012",118
"12013",4717
"12014",522
"12015",8573
"12016",544
"12017",72
"12018",74
"12019",7671
"12020",3904
"12021",5110
"12022",8892
"12023",11873
"12024",7267
"12025",4759
"12026",5270
"12027",1199
"12028",5620
"12029",3110
"12030",2963
"12031",1511
"12032",2277
"12033",6006
"12034",2092
"12035",2426
"12036",4539
"12037",2111
"12038",4478
"12039",9596
"12040",4465
"12041",7699
"12042",2711
"12043",2932
"12044",7627
"12045",11097
"12046",1640
"12047",5668
"12048",4120
"12049",7893
"12050",4757
"12051",6809
"12052",8413
"12053",2841
"12054",12267
"12055",1116
"12056",6326
"12057",6209
"12058",9453
"12059",2261
"12060",5222
"12061",7277
"12062",526
"12063",12474
"12064",8175
"12065",8176
"12066",8176
"12067",11475
"12068",10805
"12069",4663
"12070",7674
"12071",7728
"12072",4164
"12073",5254
"12074",1200
"12075",554
"12076",5293
"12077",6380
"12078",4678
"12079",1944
"12080",2803
"12081",8042
"12082",2398
"12083",5156
"12084",2855
"12085",3626
"12086",979
"12087",9753
"12088",11034
"12089",2407
"12090",2406
"12091",7331
"12092",5283
"12093",96
"12094",5270
"12095",3251
"12096",2320
"12097",5943
"12098",4375
"12099",3030
"12100",7866
"12101",11014
"12102",8666
"12103",14463
"12104",8259
"12105",5183
"12106",7483
"12107",344
"12108",2892
"12109",5343
"12110",4598
"12111",1834
"12112",11303
"12113",2162
"12114",4783
"12115",13962
"12116",1198
"12117",8267
"12118",6746
"12119",643
"12120",9660
"12121",1397
"12122",4161
"12123",7513
"12124",1096
"12125",1318
"12126",5327
"12127",715
"12128",715
"12129",3471
"12130",11591
"12131",4576
"12132",4985
"12133",3162
"12134",11180
"12135",4481
"12136",10679
"12137",2938
"12138",8038
"12139",5010
"12140",1962
"12141",19287
"12142",1336
"12143",6138
"12144",11916
"12145",7478
"12146",6823
"12147",12097
"12148",5565
"12149",6342
"12150",4170
"12151",2793
"12152",4936
"12153",2291
"12154",4008
"12155",3522
"12156",7563
"12157",739
"12158",739
"12159",7931
"12160",12478
"12161",2871
"12162",3262
"12163",4902
"12164",6681
"12165",12129
"12166",6139
"12167",5795
"12168",6269
"12169",5211
"12170",5951
"12171",6532
"12172",10646
"12173",5504
"12174",3946
"12175",10825
"12176",354
"12177",300
"12178",5659
"12179",775
"12180",3935
"12181",8343
"12182",3460
"12183",8083
"12184",7546
"12185",6958
"12186",7191
"12187",5025
"12188",3409
"12189",3151
"12190",9250
"12191",326
"12192",7543
"12193",932
"12194",9879
"12195",7099
"12196",8967
"12197",5631
"12198",7620
"12199",4141
"12200",7157
"12201",5852
"12202",1610
"12203",4568
"12204",9225
"12205",414
"12206",5068
"12207",3988
"12208",4606
"12209",4356
"12210",14367
"12211",8222
"12212",5906
"12213",7145
"12214",8108
"12215",7621
"12216",4482
"12217",7244
"12218",6216
"12219",1103
"12220",7429
"12221",6273
"12222",9157
"12223",114
"12224",1505
"12225",138
"12226",8323
"12227",5452
"12228",9670
"12229",8180
"12230",1614
"12231",428
"12232",8774
"12233",9664
"12234",1187
"12235",6771
"12236",11643
"12237",4083
"12238",7245
"12239",8425
"12240",3821
"12241",3321
"12242",5769
"12243",3686
"12244",4118
"12245",4486
"12246",11769
"12247",2998
"12248",1846
"12249",2955
"12250",1038
"12251",2405
"12252",3751
"12253",7704
"12254",3374
"12255",3895
"12256",10889
"12257",4135
"12258",1671
"12259",3990
"12260",2840
"12261",11859
"12262",5969
"12263",1048
"12264",7222
"12265",7668
"12266",3396
"12267",9174
"12268",3918
"12269",7775
"12270",3559
"12271",6007
"12272",1094
"12273",3440
"12274",840
"12275",5976
"12276",7190
"12277",2388
"12278",13428
"12279",4937
"12280",2911
"12281",8229
"12282",11304
"12283",9314
"12284",7061
"12285",1160
"12286",9230
"12287",10630
"12288",9717
"12289",1199
"12290",120
"12291",5297
"12292",1194
"12293",6804
"12294",15573
"12295",2702
"12296",5733
"12297",2779
"12298",4690
"12299",3458
"12300",3095
"12301",11625
"12302",740
"12303",6843
"12304",7700
"12305",6161
"12306",4860
"12307",9116
"12308",1280
"12309",528
"12310",753
"12311",12770
"12312",4561
"12313",3924
"12314",7998
"12315",12823
"12316",7581
"12317",2633
"12318",5095
"12319",3622
"12320",6070
"12321",5356
"12322",7758
"12323",8005
"12324",2865
"12325",5069
"12326",10709
"12327",7196
"12328",13548
"12329",12502
"12330",4371
"12331",3818
"12332",7439
"12333",7068
"12334",7406
"12335",4713
"12336",7578
"12337",6527
"12338",534
"12339",9816
"12340",5965
"12341",7684
"12342",7002
"12343",7275
"12344",1620
"12345",8700
"12346",6627
"12347",7825
"12348",2178
"12349",5720
"12350",4765
"12351",5812
"12352",8720
"12353",4446
"12354",10115
"12355",9676
"12356",5964
"12357",6546
"12358",4362
"12359",5783
"12360",3008
"12361",5063
"12362",6986
"12363",4850
"12364",9738
"12365",4302
"12366",10028
"12367",2739
"12368",5741
"12369",2978
"12370",4653
"12371",7688
"12372",6950
"12373",2338
"12374",2181
"12375",12197
"12376",7716
"12377",5623
"12378",3320
"12379",5498
"12380",3750
"12381",6447
"12382",2592
"12383",8521
"12384",5557
"12385",9995
"12386",8230
"12387",7753
"12388",8525
"12389",13266
"12390",5991
"12391",6411
"12392",3633
"12393",4072
"12394",5975
"12395",4131
"12396",2868
"12397",6200
"12398",9535
"12399",8626
"12400",9492
"12401",5107
"12402",11721
"12403",1328
"12404",770
"12405",1920
"12406",7654
"12407",1269
"12408",1601
"12409",3134
"12410",1434
"12411",11845
"12412",10560
"12413",2967
"12414",5849
"12415",10307
"12416",4707
"12417",2193
"12418",10650
"12419",1489
"12420",2914
"12421",4729
"12422",1301
"12423",8475
"12424",10328
"12425",8667
"12426",6431
"12427",7797
"12428",10003
"12429",5295
"12430",5223
"12431",992
"12432",5779
"12433",4656
"12434",3834
"12435",3454
"12436",8191
"12437",5559
"12438",7589
"12439",9937
"12440",10583
"12441",8637
"12442",7697
"12443",2674
"12444",12219
"12445",6079
"12446",3211
"12447",9227
"12448",5776
"12449",1055
"12450",8877
"12451",8451
"12452",7078
"12453",7123
"12454",272
"12455",12900
"12456",4493
"12457",3921
"12458",2755
"12459",5672
"12460",4614
"12461",9736
