"","V1"
"8910",1672
"8911",6453
"8912",5163
"8913",6122
"8914",5404
"8915",5716
"8916",5564
"8917",9846
"8918",8580
"8919",1996
"8920",586
"8921",580
"8922",8814
"8923",2263
"8924",6050
"8925",10700
"8926",1332
"8927",5498
"8928",3294
"8929",6361
"8930",6829
"8931",382
"8932",936
"8933",8379
"8934",5907
"8935",5339
"8936",5763
"8937",1702
"8938",8568
"8939",1702
"8940",6873
"8941",7511
"8942",2680
"8943",296
"8944",1941
"8945",2743
"8946",915
"8947",1250
"8948",1384
"8949",3908
"8950",1429
"8951",1054
"8952",3330
"8953",2394
"8954",4819
"8955",4809
"8956",3021
"8957",3185
"8958",6693
"8959",1743
"8960",12393
"8961",298
"8962",4198
"8963",8664
"8964",1352
"8965",2461
"8966",8124
"8967",7746
"8968",4800
"8969",1479
"8970",8701
"8971",7985
"8972",6427
"8973",6037
"8974",4757
"8975",1171
"8976",1039
"8977",3999
"8978",3211
"8979",2003
"8980",6012
"8981",6239
"8982",2488
"8983",7406
"8984",8663
"8985",5007
"8986",6209
"8987",6222
"8988",3811
"8989",6428
"8990",4588
"8991",1946
"8992",4108
"8993",3930
"8994",4586
"8995",3661
"8996",6087
"8997",7553
"8998",4246
"8999",8037
"9000",4416
"9001",112
"9002",2211
"9003",2859
"9004",6509
"9005",1558
"9006",2280
"9007",1722
"9008",9768
"9009",3735
"9010",2053
"9011",2735
"9012",9360
"9013",1566
"9014",2857
"9015",1703
"9016",1389
"9017",2598
"9018",2770
"9019",9172
"9020",5704
"9021",5891
"9022",6416
"9023",2348
"9024",10163
"9025",2976
"9026",4234
"9027",4528
"9028",9322
"9029",3569
"9030",697
"9031",5262
"9032",5844
"9033",1989
"9034",5877
"9035",3941
"9036",5378
"9037",7375
"9038",4959
"9039",4182
"9040",1233
"9041",3769
"9042",2492
"9043",4929
"9044",6883
"9045",1606
"9046",1606
"9047",10565
"9048",10359
"9049",3195
"9050",10361
"9051",7142
"9052",2297
"9053",8487
"9054",5918
"9055",6036
"9056",9499
"9057",6648
"9058",3499
"9059",1132
"9060",4169
"9061",5136
"9062",1354
"9063",1321
"9064",1339
"9065",6178
"9066",6940
"9067",4271
"9068",8645
"9069",3259
"9070",5236
"9071",8844
"9072",5257
"9073",6113
"9074",4717
"9075",12764
"9076",7253
"9077",126
"9078",6159
"9079",7661
"9080",3799
"9081",2804
"9082",2418
"9083",9181
"9084",972
"9085",3451
"9086",6861
"9087",6226
"9088",5901
"9089",1333
"9090",3247
"9091",5947
"9092",4142
"9093",2019
"9094",2019
"9095",6786
"9096",6088
"9097",6479
"9098",1688
"9099",8173
"9100",7773
"9101",3650
"9102",6175
"9103",5027
"9104",865
"9105",276
"9106",276
"9107",6292
"9108",7874
"9109",1139
"9110",2748
"9111",4804
"9112",4814
"9113",5147
"9114",4026
"9115",2422
"9116",4332
"9117",4344
"9118",1425
"9119",617
"9120",10
"9121",4715
"9122",2439
"9123",3960
"9124",2853
"9125",2714
"9126",2338
"9127",8205
"9128",2917
"9129",7070
"9130",1828
"9131",4285
"9132",3126
"9133",1836
"9134",1404
"9135",564
"9136",7694
"9137",3274
"9138",4897
"9139",973
"9140",2749
"9141",6027
"9142",9902
"9143",2636
"9144",7719
"9145",9332
"9146",6792
"9147",1723
"9148",5394
"9149",5740
"9150",6130
"9151",4079
"9152",2032
"9153",8398
"9154",4925
"9155",8934
"9156",3673
"9157",4059
"9158",3300
"9159",426
"9160",623
"9161",8221
"9162",4964
"9163",484
"9164",3646
"9165",8305
"9166",1128
"9167",5624
"9168",264
"9169",6700
"9170",5702
"9171",4924
"9172",3643
"9173",9689
"9174",3418
"9175",4453
"9176",1011
"9177",7478
"9178",5320
"9179",2756
"9180",6507
"9181",639
"9182",4640
"9183",7549
"9184",212
"9185",6209
"9186",5723
"9187",1169
"9188",5980
"9189",7413
"9190",1389
"9191",7119
"9192",1030
"9193",10161
"9194",12610
"9195",2645
"9196",6203
"9197",5305
"9198",2821
"9199",6738
"9200",7564
"9201",2012
"9202",1982
"9203",4888
"9204",3983
"9205",5871
"9206",1662
"9207",3318
"9208",40
"9209",4240
"9210",7095
"9211",4679
"9212",2549
"9213",151
"9214",4235
"9215",6403
"9216",10043
"9217",2472
"9218",2392
"9219",3264
"9220",2913
"9221",4997
"9222",4959
"9223",3334
"9224",3445
"9225",1193
"9226",1790
"9227",7399
"9228",4103
"9229",1007
"9230",1287
"9231",4567
"9232",3790
"9233",6255
"9234",12475
"9235",4787
"9236",3860
"9237",862
"9238",4812
"9239",8696
"9240",7238
"9241",3809
"9242",7996
"9243",4835
"9244",3277
"9245",2269
"9246",4347
"9247",2202
"9248",2175
"9249",4845
"9250",9661
"9251",1949
"9252",3996
"9253",3693
"9254",4826
"9255",4067
"9256",809
"9257",1003
"9258",5592
"9259",6101
"9260",6937
"9261",9712
"9262",955
"9263",1490
"9264",4223
"9265",5444
"9266",5445
"9267",3928
"9268",7851
"9269",6970
"9270",7164
"9271",1360
"9272",2901
"9273",7864
"9274",1388
"9275",2806
"9276",5960
"9277",4737
"9278",2387
"9279",4984
"9280",3609
"9281",8490
"9282",3633
"9283",9905
"9284",6004
"9285",1714
"9286",5655
"9287",5169
"9288",6194
"9289",3060
"9290",10184
"9291",3670
"9292",8201
"9293",6288
"9294",3920
"9295",1062
"9296",751
"9297",3702
"9298",4603
"9299",10033
"9300",2593
"9301",5537
"9302",1688
"9303",818
"9304",3258
"9305",12607
"9306",2621
"9307",6402
"9308",5210
"9309",5192
"9310",1851
"9311",4278
"9312",2789
"9313",7536
"9314",2182
"9315",6978
"9316",2974
"9317",6373
"9318",729
"9319",6993
"9320",5275
"9321",1672
"9322",2276
"9323",985
"9324",5276
"9325",6227
"9326",6228
"9327",4342
"9328",5782
"9329",1875
"9330",6208
"9331",5758
"9332",2979
"9333",5745
"9334",8963
"9335",1961
"9336",8823
"9337",2671
"9338",9452
"9339",284
"9340",8619
"9341",8402
"9342",4970
"9343",6768
"9344",3150
"9345",667
"9346",4290
"9347",4907
"9348",8139
"9349",939
"9350",124
"9351",6317
"9352",10062
"9353",6451
"9354",8308
"9355",7612
"9356",2897
"9357",6650
"9358",3005
"9359",3005
"9360",6986
"9361",2039
"9362",9014
"9363",1920
"9364",8445
"9365",4047
"9366",6430
"9367",2942
"9368",4750
"9369",9531
"9370",1059
"9371",308
"9372",6230
"9373",530
"9374",1377
"9375",2649
"9376",3963
"9377",5941
"9378",6639
"9379",3718
"9380",2992
"9381",2681
"9382",6261
"9383",4306
"9384",3800
"9385",6860
"9386",3307
"9387",6404
"9388",8954
"9389",6970
"9390",4224
"9391",6214
"9392",6214
"9393",8947
"9394",8046
"9395",4772
"9396",8137
"9397",161
"9398",1947
"9399",10049
"9400",3251
"9401",9064
"9402",4019
"9403",7027
"9404",6692
"9405",2998
"9406",2174
"9407",3645
"9408",3309
"9409",8773
"9410",8421
"9411",3885
"9412",5115
"9413",6921
"9414",7755
"9415",7763
"9416",2713
"9417",10199
"9418",7141
"9419",8067
"9420",1349
"9421",2846
"9422",6645
"9423",7254
"9424",3453
"9425",4769
"9426",4296
"9427",9506
"9428",7070
"9429",1736
"9430",4180
"9431",7455
"9432",4002
"9433",2761
"9434",3099
"9435",3875
"9436",1083
"9437",3314
"9438",5809
"9439",2181
"9440",9311
"9441",1742
"9442",9919
"9443",2929
"9444",6689
"9445",7545
"9446",6951
"9447",3951
"9448",9822
"9449",9314
"9450",1339
"9451",1219
"9452",8597
"9453",1869
"9454",5856
"9455",572
"9456",326
"9457",1994
"9458",6364
"9459",6102
"9460",4468
"9461",3765
"9462",7510
"9463",5751
"9464",3511
"9465",4105
"9466",234
"9467",9232
"9468",10505
"9469",2206
"9470",3188
"9471",1472
"9472",2306
"9473",6828
"9474",4379
"9475",314
"9476",5971
"9477",1195
"9478",6268
"9479",7280
"9480",7121
"9481",9462
"9482",8054
"9483",3243
"9484",7290
"9485",4455
"9486",5326
"9487",6798
"9488",968
"9489",2873
"9490",2767
"9491",4037
"9492",2959
"9493",2616
"9494",4910
"9495",3987
"9496",7712
"9497",318
"9498",3576
"9499",6386
"9500",3656
"9501",8408
"9502",4688
"9503",2721
"9504",722
"9505",9041
"9506",9041
"9507",3538
"9508",237
"9509",298
"9510",1765
"9511",9255
"9512",2700
"9513",1085
"9514",4251
"9515",1382
"9516",322
"9517",1383
"9518",1047
"9519",3094
"9520",5791
"9521",398
"9522",8492
"9523",4367
"9524",8887
"9525",1783
"9526",1029
"9527",5814
"9528",649
"9529",3812
"9530",10147
"9531",6466
"9532",5928
"9533",9136
"9534",9812
"9535",5128
"9536",745
"9537",8321
"9538",1841
"9539",4649
"9540",5729
"9541",921
"9542",4251
"9543",1145
"9544",2969
"9545",6688
"9546",7670
"9547",2858
"9548",9454
"9549",2608
"9550",4086
"9551",278
"9552",8335
"9553",278
"9554",4325
"9555",122
"9556",3753
"9557",16
"9558",186
"9559",3378
"9560",6434
"9561",3723
"9562",4591
"9563",12561
"9564",4048
"9565",7533
"9566",10319
"9567",2412
"9568",5291
"9569",2065
"9570",4394
"9571",2312
"9572",8074
"9573",5364
"9574",7690
"9575",3484
"9576",3310
"9577",5090
"9578",1274
"9579",4175
"9580",3413
"9581",4145
"9582",4222
"9583",4938
"9584",2607
"9585",7252
"9586",2607
"9587",8680
"9588",5830
"9589",7142
"9590",450
"9591",6743
"9592",924
"9593",4962
"9594",9080
"9595",6735
"9596",4689
"9597",6914
"9598",4160
"9599",6367
"9600",2389
"9601",5337
"9602",9092
"9603",5182
"9604",6910
"9605",1342
"9606",899
"9607",3933
"9608",3768
"9609",2125
"9610",4797
"9611",5053
"9612",17
"9613",8313
"9614",4345
"9615",310
"9616",3744
"9617",4595
"9618",5108
"9619",4368
"9620",11877
"9621",9351
"9622",1288
"9623",2766
"9624",1837
"9625",6319
"9626",9613
"9627",4317
"9628",3786
"9629",1186
"9630",5698
"9631",7066
"9632",3861
"9633",7524
"9634",3511
"9635",3000
"9636",1179
"9637",4152
"9638",1948
"9639",5164
"9640",3465
"9641",7124
"9642",3965
"9643",4889
"9644",10929
"9645",912
"9646",7999
"9647",6443
"9648",3536
"9649",8547
"9650",1210
"9651",6468
"9652",8187
"9653",2125
"9654",3809
"9655",3294
"9656",8578
"9657",1407
"9658",7497
"9659",4747
"9660",4836
"9661",8331
"9662",8797
"9663",7177
"9664",3953
"9665",7922
"9666",4904
"9667",6859
"9668",2405
"9669",7538
"9670",52
"9671",4092
"9672",4436
"9673",6878
"9674",3722
"9675",1202
"9676",7454
"9677",5455
"9678",7200
"9679",1591
"9680",7648
"9681",3618
"9682",6992
"9683",4752
"9684",8358
"9685",2136
"9686",9228
"9687",7298
"9688",6349
"9689",2850
"9690",3912
"9691",6382
"9692",2292
"9693",11205
"9694",4391
"9695",1000
"9696",6564
"9697",6162
"9698",490
"9699",4050
"9700",8290
"9701",1059
"9702",1071
"9703",1489
"9704",3526
"9705",3732
"9706",5885
"9707",8075
"9708",2384
"9709",5280
"9710",8346
"9711",1375
"9712",6493
"9713",3545
"9714",3965
"9715",4803
"9716",2205
"9717",3700
"9718",3680
"9719",192
"9720",5691
"9721",6212
"9722",7129
"9723",4329
"9724",4779
"9725",3375
"9726",6815
"9727",8260
"9728",9202
"9729",2686
"9730",1758
"9731",5999
"9732",5999
"9733",11220
"9734",8476
"9735",2791
"9736",920
"9737",12176
"9738",4901
"9739",8825
"9740",5138
"9741",5746
"9742",9909
"9743",3712
"9744",4388
"9745",6350
"9746",2673
"9747",1005
"9748",5819
"9749",2961
"9750",6512
"9751",7882
"9752",2391
"9753",8249
"9754",2752
"9755",8420
"9756",302
"9757",2468
"9758",8940
"9759",5094
"9760",7356
"9761",4268
"9762",6125
"9763",4207
"9764",8045
"9765",957
"9766",3885
"9767",6436
"9768",3523
"9769",6473
"9770",6307
"9771",4415
"9772",6572
"9773",2947
"9774",236
"9775",2192
"9776",4114
"9777",7721
"9778",7074
"9779",7074
"9780",5526
"9781",2179
"9782",6578
"9783",1002
"9784",4801
"9785",300
"9786",5298
"9787",3798
"9788",2303
"9789",6047
"9790",7732
"9791",7732
"9792",264
"9793",3303
"9794",3406
"9795",2441
"9796",7354
"9797",4456
"9798",5073
"9799",4010
"9800",6714
"9801",8318
"9802",6460
"9803",4384
"9804",6459
"9805",2080
"9806",5372
"9807",5917
"9808",5747
"9809",3315
"9810",827
"9811",252
"9812",9388
"9813",12
"9814",4351
"9815",6502
"9816",3035
"9817",3431
"9818",5753
"9819",7963
"9820",6444
"9821",625
"9822",8790
"9823",4054
"9824",7128
"9825",11061
"9826",1174
"9827",1357
"9828",1161
"9829",2439
"9830",4829
"9831",2663
"9832",7929
"9833",3600
"9834",6672
"9835",7715
"9836",6495
"9837",6075
"9838",1937
"9839",3711
"9840",3619
"9841",659
"9842",872
"9843",6474
"9844",3279
"9845",10276
"9846",986
"9847",7115
"9848",7425
"9849",1089
"9850",7179
"9851",10979
"9852",3394
"9853",6369
"9854",2985
"9855",7503
"9856",2817
"9857",4492
"9858",3498
"9859",4887
"9860",3407
"9861",889
"9862",5953
"9863",4875
"9864",2885
"9865",1120
"9866",2427
"9867",3508
"9868",2154
"9869",6545
"9870",2311
"9871",5521
"9872",2887
"9873",17874
"9874",4379
"9875",2461
"9876",8862
"9877",4143
"9878",3905
"9879",3459
"9880",5125
"9881",8571
"9882",7861
"9883",7299
"9884",4953
"9885",4102
"9886",9111
"9887",7886
"9888",9636
"9889",6515
"9890",9587
"9891",2428
"9892",2734
"9893",6603
"9894",4141
"9895",7770
"9896",6195
"9897",6286
"9898",1367
"9899",3174
"9900",1112
"9901",3926
"9902",7871
"9903",9026
"9904",5949
"9905",5820
"9906",4426
"9907",5003
"9908",5229
"9909",5154
"9910",4627
"9911",376
"9912",7946
"9913",9090
"9914",3964
"9915",8209
"9916",6609
"9917",2078
"9918",8882
"9919",4605
"9920",3575
"9921",1176
"9922",1176
"9923",1725
"9924",8237
"9925",338
"9926",3557
"9927",5612
"9928",1726
"9929",5155
"9930",4122
"9931",7692
"9932",10924
"9933",7408
"9934",1065
"9935",2479
"9936",1433
"9937",3031
"9938",5241
"9939",3552
"9940",7214
"9941",4349
"9942",2980
"9943",7355
"9944",9431
"9945",5392
"9946",5423
"9947",1181
"9948",1044
"9949",9415
"9950",3573
"9951",2644
"9952",5071
"9953",2445
"9954",5632
"9955",7970
"9956",1821
"9957",5122
"9958",4835
"9959",1664
"9960",1720
"9961",124
"9962",6461
"9963",4217
"9964",3513
"9965",6721
"9966",3434
"9967",6246
"9968",6432
"9969",3875
"9970",665
"9971",665
"9972",5580
"9973",8516
"9974",6891
"9975",3232
"9976",8332
"9977",2012
"9978",3659
"9979",3904
"9980",5711
"9981",5616
"9982",6870
"9983",5920
"9984",3381
"9985",4786
"9986",5323
"9987",2241
"9988",1215
"9989",5788
"9990",2781
"9991",6045
"9992",4034
"9993",5012
"9994",7387
"9995",6621
"9996",764
"9997",824
"9998",824
"9999",687
"10000",2042
"10001",4287
"10002",542
"10003",1234
"10004",4485
"10005",1347
"10006",5657
"10007",3960
"10008",480
"10009",3762
"10010",4799
"10011",5368
"10012",5984
"10013",3473
"10014",6720
"10015",8817
"10016",446
"10017",10073
"10018",1525
"10019",8234
"10020",1264
"10021",4762
"10022",6046
"10023",9397
"10024",9135
"10025",10352
"10026",13274
"10027",6344
"10028",7656
"10029",1515
"10030",2443
"10031",3907
"10032",8468
"10033",2185
"10034",4200
"10035",12299
"10036",486
"10037",7012
"10038",3862
"10039",10139
"10040",7934
"10041",11520
"10042",12342
"10043",4264
"10044",1950
"10045",2993
"10046",2856
"10047",4063
"10048",1053
"10049",8763
"10050",1129
"10051",3979
"10052",3979
"10053",5539
"10054",2225
"10055",6404
"10056",5831
"10057",4840
"10058",2422
"10059",8741
"10060",757
"10061",6481
"10062",209
"10063",10901
"10064",3244
"10065",3237
"10066",2180
"10067",5512
"10068",6163
"10069",5726
"10070",6838
"10071",5604
"10072",3758
"10073",7285
"10074",2742
"10075",530
"10076",6472
"10077",9599
"10078",7306
"10079",3411
"10080",3887
"10081",6571
"10082",8546
"10083",3629
"10084",4473
"10085",4370
"10086",2791
"10087",412
"10088",6630
"10089",2399
"10090",8513
"10091",967
"10092",4971
"10093",12441
"10094",5751
"10095",9035
"10096",5733
"10097",9641
"10098",1645
"10099",2446
"10100",7222
"10101",10121
"10102",1063
"10103",5336
"10104",8186
"10105",1308
"10106",2483
"10107",10370
"10108",4956
"10109",9981
"10110",4498
"10111",8543
"10112",3828
"10113",3443
"10114",7539
"10115",5983
"10116",10453
"10117",1613
"10118",6406
"10119",9839
"10120",8132
"10121",2290
"10122",5296
"10123",4372
"10124",4430
"10125",1127
"10126",2476
"10127",4245
"10128",4085
"10129",5561
"10130",9867
"10131",6249
"10132",6041
"10133",6298
"10134",302
"10135",2877
"10136",70
"10137",627
"10138",532
"10139",5150
"10140",6629
"10141",6629
"10142",6110
"10143",6022
"10144",4928
"10145",5085
"10146",8820
"10147",10041
"10148",9726
"10149",7781
"10150",6585
"10151",1267
"10152",5888
"10153",6622
"10154",7534
"10155",288
"10156",10503
"10157",2412
"10158",2887
"10159",4510
"10160",6327
"10161",2879
"10162",4633
"10163",7186
"10164",5519
"10165",2319
"10166",17834
"10167",2660
"10168",2722
"10169",11101
"10170",2956
"10171",4961
"10172",5
"10173",7779
"10174",3233
"10175",3233
"10176",6515
"10177",3601
"10178",3352
"10179",126
"10180",1056
"10181",3161
"10182",2976
"10183",1402
"10184",2973
"10185",5649
"10186",4526
"10187",8279
"10188",2660
"10189",2501
"10190",3331
"10191",4041
"10192",9345
"10193",3795
"10194",5840
"10195",1649
"10196",8833
"10197",2333
"10198",1704
"10199",10657
"10200",7270
"10201",6582
"10202",8834
"10203",6852
"10204",7757
"10205",8048
"10206",1228
"10207",9399
"10208",3808
"10209",5196
"10210",10076
"10211",3998
"10212",7126
"10213",7903
"10214",8371
"10215",4899
"10216",10720
"10217",1985
"10218",3016
"10219",2001
"10220",2862
"10221",5165
"10222",938
"10223",5415
"10224",8838
"10225",4817
"10226",5335
"10227",60
"10228",6485
"10229",5261
"10230",3296
"10231",5664
"10232",5639
"10233",5639
"10234",7059
"10235",717
"10236",717
"10237",7667
"10238",1028
"10239",2823
"10240",1037
"10241",3308
"10242",1757
"10243",8857
"10244",3429
"10245",633
"10246",821
"10247",7252
"10248",1626
"10249",11651
"10250",5227
"10251",4887
"10252",2383
"10253",7009
"10254",5332
"10255",4546
"10256",5024
"10257",3713
"10258",6409
"10259",2614
"10260",3017
"10261",5206
"10262",4660
"10263",10857
"10264",1979
"10265",558
"10266",558
"10267",11067
"10268",2623
"10269",4269
"10270",847
"10271",3529
"10272",1167
"10273",7960
"10274",8871
"10275",237
"10276",7921
"10277",12047
"10278",4047
"10279",4610
"10280",1637
"10281",155
"10282",7491
"10283",2013
"10284",240
"10285",3921
"10286",4751
"10287",8105
"10288",9948
"10289",3685
"10290",4513
"10291",230
"10292",10157
"10293",7049
"10294",5472
"10295",6781
"10296",1023
"10297",7521
"10298",6399
"10299",4420
"10300",6845
"10301",8670
"10302",9251
"10303",5511
"10304",92
"10305",5956
"10306",7585
"10307",787
"10308",6556
"10309",2460
"10310",2643
"10311",9783
"10312",2201
"10313",8122
"10314",6053
"10315",7420
"10316",2416
"10317",7760
"10318",1119
"10319",2393
"10320",7146
"10321",11740
"10322",9701
"10323",4229
"10324",1286
"10325",3450
"10326",3450
"10327",1430
"10328",5801
"10329",2731
"10330",4223
"10331",5965
"10332",4674
"10333",4754
"10334",6911
"10335",9241
"10336",1173
"10337",3448
"10338",2260
"10339",7018
"10340",1819
"10341",506
"10342",6638
"10343",9221
"10344",3940
"10345",1595
"10346",4122
"10347",4553
"10348",1203
"10349",11800
"10350",985
"10351",4243
"10352",9261
"10353",1072
"10354",9975
"10355",5408
"10356",8479
"10357",11660
"10358",5366
"10359",2916
"10360",6942
"10361",8085
"10362",11179
"10363",5543
"10364",2675
"10365",11390
"10366",6693
"10367",1329
"10368",5478
"10369",5056
"10370",7756
"10371",1067
"10372",10799
"10373",9802
"10374",10015
"10375",6652
"10376",28
"10377",6354
"10378",4497
"10379",5974
"10380",7166
"10381",9056
"10382",2300
"10383",4212
"10384",12247
"10385",1957
"10386",1257
"10387",3948
"10388",3817
"10389",3723
"10390",10107
"10391",4088
"10392",5762
"10393",5031
"10394",5982
"10395",9569
"10396",6830
"10397",7981
"10398",6165
"10399",3375
"10400",8533
"10401",3607
"10402",6696
"10403",134
"10404",3878
"10405",1050
"10406",7630
"10407",10203
"10408",4147
"10409",7219
"10410",7499
"10411",5032
"10412",4443
"10413",4737
"10414",384
"10415",4821
"10416",304
"10417",14293
"10418",3754
"10419",4532
"10420",4366
"10421",759
"10422",7187
"10423",7736
"10424",7734
"10425",1988
"10426",3584
"10427",948
"10428",9647
"10429",1781
"10430",4665
"10431",3746
"10432",723
"10433",1531
"10434",8254
"10435",3402
"10436",6808
"10437",1823
"10438",4308
"10439",5593
"10440",3540
"10441",572
"10442",1118
"10443",1724
"10444",8027
"10445",416
"10446",1031
"10447",1356
"10448",5060
"10449",5645
"10450",9822
"10451",3743
"10452",286
"10453",7972
"10454",667
"10455",670
"10456",7805
"10457",8705
"10458",4619
"10459",6769
"10460",6390
"10461",3176
"10462",2209
"10463",2209
"10464",9475
"10465",6881
"10466",3527
"10467",7541
"10468",4293
"10469",4293
"10470",7053
"10471",2656
"10472",3391
"10473",5532
"10474",1849
"10475",6254
"10476",1931
"10477",4524
"10478",7504
"10479",3642
"10480",4080
"10481",4080
"10482",1882
"10483",4331
"10484",2298
"10485",5695
"10486",6932
"10487",5015
"10488",7824
"10489",4110
"10490",7531
"10491",3165
"10492",5301
"10493",1441
"10494",1995
"10495",5996
"10496",7
"10497",6385
"10498",7583
"10499",5534
"10500",6707
"10501",4539
"10502",4541
"10503",4709
"10504",4255
"10505",1243
"10506",7432
"10507",962
"10508",4745
"10509",2393
"10510",800
"10511",7132
"10512",4502
"10513",3889
"10514",4027
"10515",3102
"10516",7271
"10517",6459
"10518",16182
"10519",7162
"10520",944
"10521",2310
"10522",9511
"10523",3365
"10524",3119
"10525",3360
"10526",8216
"10527",2205
"10528",9951
"10529",6361
"10530",4704
"10531",3716
"10532",4926
"10533",3740
"10534",4784
"10535",9457
"10536",8695
"10537",8152
"10538",621
"10539",6156
"10540",7811
"10541",11357
"10542",6270
"10543",324
"10544",11397
"10545",3572
"10546",334
"10547",348
"10548",6983
"10549",1553
"10550",4844
"10551",3461
"10552",15675
"10553",3598
"10554",5701
"10555",2724
"10556",10965
"10557",7903
"10558",3414
"10559",6426
"10560",771
"10561",3354
"10562",6727
"10563",6816
"10564",4454
"10565",3599
"10566",2870
"10567",633
"10568",6104
"10569",3333
"10570",1231
"10571",788
"10572",2574
"10573",5348
"10574",3432
"10575",2554
"10576",6919
"10577",6880
"10578",3636
"10579",3733
"10580",974
"10581",6378
"10582",4997
"10583",354
"10584",2594
"10585",488
"10586",10242
"10587",1435
"10588",3982
"10589",4758
"10590",9994
"10591",5326
"10592",6815
"10593",4635
"10594",11721
"10595",3834
"10596",2967
"10597",1405
"10598",3992
"10599",6773
"10600",6836
"10601",2602
"10602",2437
"10603",6745
"10604",3688
"10605",2815
"10606",2355
"10607",9106
"10608",1653
"10609",11224
"10610",2900
"10611",9211
"10612",4735
"10613",147
"10614",4476
"10615",3227
"10616",3819
"10617",562
"10618",7154
"10619",7154
"10620",3902
"10621",5627
"10622",5794
"10623",7083
"10624",2465
"10625",2937
"10626",7572
"10627",1691
"10628",8014
"10629",6665
"10630",9405
"10631",4944
"10632",3836
"10633",4138
"10634",2699
"10635",1881
"10636",4340
"10637",6843
"10638",7332
"10639",7508
"10640",2864
"10641",1379
"10642",11905
"10643",3532
"10644",1963
"10645",5596
"10646",2986
"10647",5240
"10648",3303
"10649",330
"10650",11267
"10651",7297
"10652",7502
"10653",2985
"10654",971
"10655",885
"10656",11055
"10657",2196
"10658",2593
"10659",9815
"10660",8675
"10661",5502
"10662",613
"10663",10415
"10664",1029
"10665",8939
"10666",4609
"10667",2744
"10668",6511
"10669",161
"10670",5548
"10671",3731
"10672",2289
"10673",2225
"10674",4854
"10675",6028
"10676",9052
"10677",11972
"10678",5855
"10679",2335
"10680",2898
"10681",6686
"10682",3368
"10683",3368
"10684",3864
"10685",6793
"10686",6810
"10687",8026
"10688",4400
"10689",4405
"10690",9799
"10691",6092
"10692",5925
"10693",602
"10694",4822
"10695",7971
"10696",1142
"10697",2413
"10698",4467
"10699",3629
"10700",9114
"10701",3124
"10702",4468
"10703",4129
"10704",4331
"10705",8232
"10706",3776
"10707",4802
"10708",8102
"10709",8691
"10710",34
"10711",7870
"10712",8711
"10713",1223
"10714",2246
"10715",8169
"10716",4458
"10717",3287
"10718",4117
"10719",3815
"10720",3761
"10721",6908
"10722",10106
"10723",5343
"10724",3461
"10725",6885
"10726",3565
"10727",8449
"10728",8128
"10729",5634
"10730",4436
"10731",242
"10732",5696
"10733",3383
"10734",4254
"10735",6236
"10736",1112
"10737",5217
"10738",4886
"10739",4224
"10740",3763
"10741",7147
"10742",9615
"10743",3787
"10744",4151
"10745",4157
"10746",3955
"10747",6831
"10748",1131
"10749",1850
"10750",11001
"10751",4369
"10752",5127
"10753",7615
"10754",5018
"10755",1393
"10756",5667
"10757",987
"10758",4395
"10759",2315
"10760",3355
"10761",3865
"10762",3436
"10763",1073
"10764",9327
"10765",5271
"10766",11295
"10767",1633
"10768",1634
"10769",600
"10770",7618
"10771",3176
"10772",478
"10773",5715
"10774",3123
"10775",593
"10776",3379
"10777",3261
"10778",2669
"10779",4719
"10780",8351
"10781",3837
"10782",4132
"10783",4319
"10784",3127
"10785",6341
"10786",10885
"10787",8438
"10788",5949
"10789",7887
"10790",3845
"10791",6373
"10792",3700
"10793",1853
"10794",2724
"10795",10988
"10796",6360
"10797",6842
"10798",4564
"10799",12117
"10800",6917
"10801",5054
"10802",6296
"10803",4758
"10804",2134
"10805",1162
"10806",9142
"10807",6956
"10808",10325
"10809",5107
"10810",64
"10811",83
"10812",711
"10813",3466
"10814",963
"10815",3652
"10816",3475
"10817",24
"10818",651
"10819",11606
"10820",9195
"10821",1386
"10822",10612
"10823",4016
"10824",8891
"10825",802
"10826",1481
"10827",8193
"10828",4670
"10829",480
"10830",4043
"10831",11302
"10832",7910
"10833",12136
"10834",6856
"10835",7234
"10836",5973
"10837",3643
"10838",7417
"10839",6935
"10840",4148
"10841",3164
"10842",2416
"10843",8534
"10844",7295
"10845",5402
"10846",1152
"10847",7816
"10848",11081
"10849",9998
"10850",1027
"10851",8849
"10852",672
"10853",4681
"10854",1866
"10855",6570
"10856",7638
"10857",3616
"10858",991
"10859",3206
"10860",9827
"10861",3409
"10862",1227
"10863",3154
"10864",6872
"10865",9809
"10866",3548
"10867",8017
"10868",4058
"10869",6381
"10870",3911
"10871",6381
"10872",2026
"10873",9300
"10874",6199
"10875",1014
"10876",1105
"10877",3047
"10878",5419
"10879",9835
"10880",9316
"10881",4304
"10882",6314
"10883",8202
"10884",4282
"10885",6375
"10886",552
"10887",3871
"10888",3271
"10889",3271
"10890",172
"10891",5867
"10892",1126
"10893",7522
"10894",7114
"10895",6636
"10896",4121
"10897",5665
"10898",10065
"10899",4698
"10900",26
"10901",3356
"10902",3788
"10903",6581
"10904",7193
"10905",7194
"10906",7194
"10907",635
"10908",1792
"10909",8460
"10910",3203
"10911",4209
"10912",5330
"10913",969
"10914",7720
"10915",4495
"10916",5334
"10917",8470
"10918",1022
"10919",8454
"10920",9955
"10921",2703
"10922",7057
"10923",1133
"10924",3988
"10925",1839
"10926",6901
"10927",6902
"10928",2831
"10929",3805
"10930",906
"10931",9764
"10932",9707
"10933",7466
